iter	RMSE
365	3360.693176
366	3359.630301
367	3358.245829
368	3357.558235
369	3356.988834
370	3356.103436
371	3355.425952
372	3354.324166
373	3353.036273
374	3352.305794
375	3350.862067
376	3350.040121
377	3348.060978
378	3347.014989
379	3345.947312
380	3344.873692
381	3343.807199
382	3342.532853
383	3341.658379
384	3339.722854
385	3339.132945
386	3338.131161
387	3337.505069
388	3336.498236
389	3335.764705
390	3334.532102
391	3333.697727
392	3332.916656
393	3331.882306
394	3330.640681
395	3329.763102
396	3329.002236
397	3327.2098
398	3325.775367
399	3325.2553
400	3325.032738
401	3323.983379
402	3322.392185
403	3322.031152
404	3320.692262
405	3319.439886
406	3317.763914
407	3317.471088
408	3316.647623
409	3315.410234
410	3314.502478
411	3313.672588
412	3312.588386
413	3311.21342
414	3310.405975
415	3309.270307
416	3308.010251
417	3307.194655
418	3305.533961
419	3304.192198
420	3303.396647
421	3302.889367
422	3302.063686
423	3301.476178
424	3300.317353
425	3299.360914
426	3298.191673
427	3297.305638
428	3296.671298
429	3296.026698
430	3295.264323
431	3294.53599
432	3293.721945
433	3293.015041
434	3292.413072
435	3291.498673
436	3290.48834
437	3289.592132
438	3288.443979
439	3287.262654
440	3286.401674
441	3285.928133
442	3284.62273
443	3284.226894
444	3283.337108
445	3282.685475
446	3281.444907
447	3280.681795
448	3279.84198
449	3278.959522
450	3277.798312
451	3276.692949
452	3275.333566
453	3274.549839
454	3273.620584
455	3272.798682
456	3272.032656
457	3271.07147
458	3270.309964
459	3269.457758
460	3268.985127
461	3268.408373
462	3267.248667
463	3266.763668
464	3266.438099
465	3265.696986
466	3264.994417
467	3264.341722
468	3264.276737
469	3263.542619
470	3262.741525
471	3262.214575
472	3261.669376
473	3260.828192
474	3260.103564
475	3259.780768
476	3258.955543
477	3258.366771
478	3257.656989
479	3257.003827
480	3256.233408
481	3255.535623
482	3255.067114
483	3254.199999
484	3253.283772
485	3252.499837
486	3252.064664
487	3251.620837
488	3250.361606
489	3249.201095
490	3248.344282
491	3247.181615
492	3246.484669
493	3245.103459
494	3243.970321
495	3243.148117
496	3242.459724
497	3241.515418
498	3240.588009
499	3239.294102
500	3238.136295
501	3237.492612
502	3236.013116
503	3235.405967
504	3234.699202
505	3233.900772
506	3233.21242
507	3232.615833
508	3232.142987
509	3231.007934
510	3230.13178
511	3229.278189
512	3228.268735
513	3227.774977
514	3227.449285
515	3226.885519
516	3226.47442
517	3225.884064
518	3225.040176
519	3224.36502
520	3223.547197
521	3222.510047
522	3221.785426
523	3221.409386
524	3221.138878
525	3220.139964
526	3219.469583
527	3218.697582
528	3218.241555
529	3217.712142
530	3217.098825
531	3216.612725
532	3215.784216
533	3215.008508
534	3214.250765
535	3213.523586
536	3212.848863
537	3212.079028
538	3210.770848
539	3209.975348
540	3209.083331
541	3209.036986
542	3208.044312
543	3207.360771
544	3206.416047
545	3205.660759
546	3204.884544
547	3203.552738
548	3202.813423
549	3201.698003
550	3201.169277
551	3200.180378
552	3199.344987
553	3198.171296
554	3197.528311
555	3196.196464
556	3195.483864
557	3194.850919
558	3193.674701
559	3192.669269
560	3191.860724
561	3190.734933
562	3190.213878
563	3189.347609
564	3188.569629
565	3188.135866
566	3186.847604
567	3186.146478
568	3185.368823
569	3184.78377
570	3184.313732
571	3183.269241
572	3181.82452
573	3180.341476
574	3179.047779
575	3178.191833
576	3177.703524
577	3177.138245
578	3176.474646
579	3176.098386
580	3175.829329
581	3175.195494
582	3174.610006
583	3173.645704
584	3173.208876
585	3172.926888
586	3172.382471
587	3171.91923
588	3171.59494
589	3170.600841
590	3169.427203
591	3168.759256
592	3168.479179
593	3167.556998
594	3167.02437
595	3166.37749
596	3165.686543
597	3165.211351
598	3164.461844
599	3164.019089
600	3163.623122
601	3162.916106
602	3162.349487
603	3161.641389
604	3161.033457
605	3160.547772
606	3159.817033
607	3159.119246
608	3158.412439
609	3157.832657
610	3157.455249
611	3157.046009
612	3156.338363
613	3155.873025
614	3154.746709
615	3153.983619
616	3152.907851
617	3152.303517
618	3151.454079
619	3150.975999
620	3150.153533
621	3149.445752
622	3148.981384
623	3148.356897
624	3147.839637
625	3146.84622
626	3146.668701
627	3145.481547
628	3144.967974
629	3143.994345
630	3143.263164
631	3142.566778
632	3141.472084
633	3140.720776
634	3140.187748
635	3139.421766
636	3139.01204
637	3138.310613
638	3137.787951
639	3137.138902
640	3135.604135
641	3134.914551
642	3133.941307
643	3133.222407
644	3132.540794
645	3131.951172
646	3131.406255
647	3130.718621
648	3130.379238
649	3129.743454
650	3129.093437
651	3128.620003
652	3128.099374
653	3127.203787
654	3126.735214
655	3125.903876
656	3125.455609
657	3124.786522
658	3123.190477
659	3122.567502
660	3122.003238
661	3121.412576
662	3120.873936
663	3120.17534
664	3119.900584
665	3119.250015
666	3118.392778
667	3117.588377
668	3117.016955
669	3116.393518
670	3115.895981
671	3115.329584
672	3114.691199
673	3114.254152
674	3113.149077
675	3112.198732
676	3111.763627
677	3111.53231
678	3110.769121
679	3110.239451
680	3109.477277
681	3108.425067
682	3107.23579
683	3106.511952
684	3105.893559
685	3105.154073
686	3104.218955
687	3103.906461
688	3103.409202
689	3102.591607
690	3102.074261
691	3101.708325
692	3101.133886
693	3100.652643
694	3099.670578
695	3099.180298
696	3098.515909
697	3098.011172
698	3096.993161
699	3096.422764
700	3095.547325
701	3095.147422
702	3094.307162
703	3093.575932
704	3093.289807
705	3092.823526
706	3092.073595
707	3091.577123
708	3091.028183
709	3090.566865
710	3089.432083
711	3088.909007
712	3088.615741
713	3088.314192
714	3087.85501
715	3087.420595
716	3086.800596
717	3085.693449
718	3085.25783
719	3084.713717
720	3084.010222
721	3083.126171
722	3082.409309
723	3080.918499
724	3080.460913
725	3079.861974
726	3079.236137
727	3078.890555
728	3078.36416
729	3077.822773
730	3077.272615
731	3076.941184
732	3076.425618
733	3075.610046
734	3075.224675
735	3074.645634
736	3074.289803
737	3073.311905
738	3072.919093
739	3071.197965
740	3070.543424
741	3070.092266
742	3069.481045
743	3068.81363
744	3068.133923
745	3067.602687
746	3067.18725
747	3066.305293
748	3065.716636
749	3065.240912
750	3064.810738
751	3064.280836
752	3063.689319
753	3062.809614
754	3062.413903
755	3061.795076
756	3061.336998
757	3061.072569
758	3060.802722
759	3060.780689
760	3060.186762
761	3059.395536
762	3058.257095
763	3057.759083
764	3057.333033
765	3056.820965
766	3056.115607
767	3055.724947
768	3055.447171
769	3054.454325
770	3053.813448
771	3053.362718
772	3052.664338
773	3051.940154
774	3051.285667
775	3050.936406
776	3050.532234
777	3050.112564
778	3049.586645
779	3049.015355
780	3048.619304
781	3048.243319
782	3047.896813
783	3047.403372
784	3046.867532
785	3046.003333
786	3045.93764
787	3045.076083
788	3044.995449
789	3044.288762
790	3043.726883
791	3043.310813
792	3042.731126
793	3042.138081
794	3041.584634
795	3041.064624
796	3040.51981
797	3039.629764
798	3039.251181
799	3038.439474
800	3038.082308
801	3037.313179
802	3036.528815
803	3036.168927
804	3035.299873
805	3034.698974
806	3033.319873
807	3033.000666
808	3032.714169
809	3032.248408
810	3031.785963
811	3031.278396
812	3030.875753
813	3030.370413
814	3030.019491
815	3029.52833
816	3028.679689
817	3027.968074
818	3027.328868
819	3026.730482
820	3026.154984
821	3025.793127
822	3024.933537
823	3023.938636
824	3023.537862
825	3022.805718
826	3022.399214
827	3021.982123
828	3021.390302
829	3020.598772
830	3020.003145
831	3019.048951
832	3018.475503
833	3018.174085
834	3017.811427
835	3016.722809
836	3016.276901
837	3015.657815
838	3015.383491
839	3014.896089
840	3014.300143
841	3013.662738
842	3013.111783
843	3012.243239
844	3011.735593
845	3010.937705
846	3010.448698
847	3009.433763
848	3009.207575
849	3008.711855
850	3008.169461
851	3007.71382
852	3007.342678
853	3006.891819
854	3006.263877
855	3005.940359
856	3005.305329
857	3004.469776
858	3003.881634
859	3003.294683
860	3002.477265
861	3001.815213
862	3001.343889
863	3000.699121
864	2999.870761
865	2998.891939
866	2998.483383
867	2997.705608
868	2997.072521
869	2996.63438
870	2995.99565
871	2995.300235
872	2995.123742
873	2994.372623
874	2993.621446
875	2992.803631
876	2991.951809
877	2991.675057
878	2991.279644
879	2990.840207
880	2989.924188
881	2989.564414
882	2988.527439
883	2987.943024
884	2987.662925
885	2987.26441
886	2986.405693
887	2985.802222
888	2985.100851
889	2984.324642
890	2983.993931
891	2983.373328
892	2982.714993
893	2982.467202
894	2981.709454
895	2981.426749
896	2981.022582
897	2979.929602
898	2979.172708
899	2978.443786
900	2976.790363
901	2976.618597
902	2976.072958
903	2975.777964
904	2975.425021
905	2974.610219
906	2974.204913
907	2973.492163
908	2973.182133
909	2972.233078
910	2971.79422
911	2971.035837
912	2970.373054
913	2969.202993
914	2967.992908
915	2967.547138
916	2966.709557
917	2966.119767
918	2965.901794
919	2964.996292
920	2964.420594
921	2963.34197
922	2963.095672
923	2962.904693
924	2961.951812
925	2961.039147
926	2960.457192
927	2960.262959
928	2959.907573
929	2959.484642
930	2959.16725
931	2958.658384
932	2958.268964
933	2957.862834
934	2957.569297
935	2956.920618
936	2956.310225
937	2955.880412
938	2955.422754
939	2954.926098
940	2954.712664
941	2954.116509
942	2953.715492
943	2953.238937
944	2952.713345
945	2952.033414
946	2951.610482
947	2951.277549
948	2950.841881
949	2950.366217
950	2949.872207
951	2949.428798
952	2948.878578
953	2947.708276
954	2947.332917
955	2947.124307
956	2946.729196
957	2946.075962
958	2945.291227
959	2944.400629
960	2944.054337
961	2943.894252
962	2943.172879
963	2942.765458
964	2941.9056
965	2941.697639
966	2940.616787
967	2940.217463
968	2940.072273
969	2939.545701
970	2939.2934
971	2939.096463
972	2938.670192
973	2938.314826
974	2937.72182
975	2937.53077
976	2937.133196
977	2936.582145
978	2935.908507
979	2935.472208
980	2934.966464
981	2934.39907
982	2933.900898
983	2933.478519
984	2933.329031
985	2932.66125
986	2932.057576
987	2931.487725
988	2931.224899
989	2930.789876
990	2930.068712
991	2929.513047
992	2928.960803
993	2928.536288
994	2928.317773
995	2927.747315
996	2927.370936
997	2926.983556
998	2926.514715
999	2925.469619
1000	2924.889581
1001	2924.167954
1002	2923.637833
1003	2922.838693
1004	2922.509076
1005	2922.093589
1006	2921.696952
1007	2921.457931
1008	2920.921633
1009	2920.630892
1010	2920.444889
1011	2919.710142
1012	2919.126711
1013	2918.327471
1014	2917.549242
1015	2916.393549
1016	2915.947013
1017	2915.519585
1018	2914.994697
1019	2914.617415
1020	2914.068577
1021	2913.706773
1022	2913.065691
1023	2912.512103
1024	2911.997476
1025	2911.292604
1026	2911.127742
1027	2910.405676
1028	2910.156274
1029	2909.712043
1030	2909.171727
1031	2908.676444
1032	2907.719614
1033	2907.61574
1034	2907.4269
1035	2906.645877
1036	2906.370917
1037	2905.970591
1038	2905.597611
1039	2905.055924
1040	2904.850649
1041	2904.532818
1042	2903.883586
1043	2903.621202
1044	2902.871462
1045	2902.747325
1046	2902.520784
1047	2902.281905
1048	2902.012499
1049	2901.751087
1050	2901.434444
1051	2900.99833
1052	2900.486292
1053	2900.301389
1054	2900.010986
1055	2899.577537
1056	2899.103758
1057	2898.760482
1058	2898.223685
1059	2897.367594
1060	2897.032526
1061	2896.561405
1062	2895.6922
1063	2895.585578
1064	2895.437916
1065	2894.988326
1066	2894.862515
1067	2893.706236
1068	2893.302622
1069	2892.839691
1070	2891.800455
1071	2891.321917
1072	2891.046942
1073	2890.631452
1074	2890.337613
1075	2890.190223
1076	2889.933813
1077	2889.53417
1078	2889.325891
1079	2888.652003
1080	2887.93458
1081	2887.068877
1082	2886.895983
1083	2885.856044
1084	2884.971728
1085	2884.483924
1086	2883.731103
1087	2883.539416
1088	2882.771913
1089	2882.664601
1090	2882.093216
1091	2881.923898
1092	2881.445828
1093	2881.27821
1094	2880.863816
1095	2880.727139
1096	2880.476815
1097	2879.56472
1098	2878.743379
1099	2878.126112
1100	2877.612508
1101	2877.344641
1102	2877.10375
1103	2876.723339
1104	2876.502607
1105	2876.047133
1106	2875.930038
1107	2875.778597
1108	2875.554982
1109	2875.457104
1110	2875.092564
1111	2874.867088
1112	2873.796747
1113	2873.68089
1114	2873.555694
1115	2873.248468
1116	2872.779089
1117	2872.553802
1118	2872.402201
1119	2871.403832
1120	2871.145847
1121	2870.522485
1122	2869.64521
1123	2869.319832
1124	2868.92185
1125	2867.990973
1126	2867.912864
1127	2867.507537
1128	2867.074856
1129	2866.476814
1130	2866.236449
1131	2865.126296
1132	2864.476263
1133	2864.01805
1134	2863.910759
1135	2863.677576
1136	2863.429636
1137	2862.994017
1138	2862.807688
1139	2862.038856
1140	2861.709344
1141	2861.304448
1142	2861.148305
1143	2860.798138
1144	2859.710137
1145	2859.130819
1146	2858.754039
1147	2858.592366
1148	2858.452805
1149	2857.93513
1150	2857.881084
1151	2857.739404
1152	2857.609197
1153	2857.486153
1154	2856.796051
1155	2856.013243
1156	2855.945826
1157	2855.356991
1158	2855.147648
1159	2854.182678
1160	2853.89849
1161	2853.555064
1162	2853.129683
1163	2852.925996
1164	2852.690419
1165	2852.630616
1166	2851.923425
1167	2851.393029
1168	2851.204844
1169	2851.017898
1170	2850.705162
1171	2850.550038
1172	2850.121792
1173	2849.887213
1174	2849.705906
1175	2849.334442
1176	2848.640138
1177	2848.496765
1178	2848.159886
1179	2847.616607
1180	2847.518043
1181	2846.63622
1182	2846.057717
1183	2845.881629
1184	2845.678909
1185	2845.480188
1186	2845.324614
1187	2844.632381
1188	2844.275768
1189	2843.971249
1190	2843.827319
1191	2843.3895
1192	2843.169471
1193	2842.501388
1194	2842.443007
1195	2841.837757
1196	2841.766622
1197	2841.308744
1198	2841.131762
1199	2840.78495
1200	2840.305491
1201	2839.656717
1202	2839.258974
1203	2838.620135
1204	2837.71284
1205	2837.301202
1206	2837.130146
1207	2836.365129
1208	2835.77554
1209	2835.459726
1210	2834.851295
1211	2834.09663
1212	2833.303864
1213	2832.277739
1214	2832.167171
1215	2831.739448
1216	2831.587915
1217	2831.120168
1218	2830.991923
1219	2830.345294
1220	2829.944999
1221	2829.192893
1222	2828.616757
1223	2828.162337
1224	2827.59673
1225	2827.178685
1226	2826.503158
1227	2826.202238
1228	2825.756635
1229	2825.265386
1230	2824.925566
1231	2824.74901
1232	2823.998314
1233	2823.452512
1234	2823.137151
1235	2822.980085
1236	2822.741265
1237	2822.175893
1238	2821.772508
1239	2821.576333
1240	2821.233119
1241	2820.963681
1242	2820.840621
1243	2820.721529
1244	2820.486308
1245	2819.968925
1246	2819.813432
1247	2819.172815
1248	2818.918128
1249	2818.774445
1250	2818.653524
1251	2818.497648
1252	2818.053479
1253	2817.759298
1254	2817.585727
1255	2817.181675
1256	2816.60139
1257	2816.185695
1258	2815.823123
1259	2815.762861
1260	2815.380427
1261	2814.84791
1262	2814.457275
1263	2813.962137
1264	2813.401038
1265	2812.776801
1266	2812.427046
1267	2812.137397
1268	2811.99651
1269	2811.830292
1270	2811.168789
1271	2810.850451
1272	2810.729175
1273	2810.003084
1274	2809.887497
1275	2809.32095
1276	2809.203312
1277	2808.55154
1278	2807.882689
1279	2807.631438
1280	2807.490367
1281	2806.808784
1282	2806.526885
1283	2805.884062
1284	2805.336524
1285	2805.126416
1286	2804.936187
1287	2804.819921
1288	2804.264163
1289	2803.551445
1290	2803.259774
1291	2802.807158
1292	2802.657166
1293	2802.118685
1294	2801.599508
1295	2800.97406
1296	2800.233552
1297	2800.054708
1298	2799.516109
1299	2798.726128
1300	2798.145297
1301	2797.907347
1302	2797.795977
1303	2797.692755
1304	2797.402069
1305	2797.298181
1306	2796.946852
1307	2796.439635
1308	2795.884622
1309	2795.575601
1310	2794.983241
1311	2794.182513
1312	2793.939336
1313	2793.765893
1314	2793.417805
1315	2792.944055
1316	2792.507212
1317	2791.963944
1318	2791.685961
1319	2791.13437
1320	2791.023614
1321	2790.293942
1322	2789.756083
1323	2788.76148
1324	2788.595121
1325	2788.318095
1326	2787.707681
1327	2787.435087
1328	2787.070295
1329	2786.968676
1330	2786.400282
1331	2786.24917
1332	2785.272214
1333	2784.804027
1334	2784.540332
1335	2784.092832
1336	2783.50628
1337	2783.37512
1338	2783.182009
1339	2783.00005
1340	2782.67598
1341	2782.577879
1342	2782.048581
1343	2781.942094
1344	2781.844229
1345	2781.270114
1346	2781.105087
1347	2780.506715
1348	2779.781725
1349	2779.646969
1350	2779.207077
1351	2778.742877
1352	2778.153287
1353	2777.486965
1354	2777.29648
1355	2777.104159
1356	2776.845024
1357	2776.047417
1358	2775.890498
1359	2775.523056
1360	2774.951492
1361	2774.590578
1362	2774.002605
1363	2773.480044
1364	2773.204476
1365	2772.32956
1366	2771.793631
1367	2770.747101
1368	2770.167753
1369	2769.993354
1370	2769.883085
1371	2769.642634
1372	2769.470339
1373	2768.845817
1374	2768.298733
1375	2767.630137
1376	2767.326898
1377	2767.123178
1378	2766.561404
1379	2766.336171
1380	2766.118691
1381	2765.917598
1382	2765.684658
1383	2765.548951
1384	2764.968929
1385	2764.772926
1386	2764.283213
1387	2763.919941
1388	2763.403649
1389	2762.789407
1390	2762.158345
1391	2761.992008
1392	2761.361403
1393	2760.933727
1394	2760.365474
1395	2759.341222
1396	2758.585008
1397	2758.422445
1398	2758.175884
1399	2758.038318
1400	2757.681679
1401	2757.19111
1402	2756.631143
1403	2756.267515
1404	2755.650375
1405	2755.044112
1406	2754.435768
1407	2753.962074
1408	2753.821356
1409	2753.32308
1410	2752.516393
1411	2752.344618
1412	2752.181313
1413	2751.631694
1414	2751.43423
1415	2751.023349
1416	2750.769735
1417	2749.854299
1418	2749.427158
1419	2748.924833
1420	2748.324397
1421	2747.672455
1422	2747.540176
1423	2747.196946
1424	2746.717292
1425	2746.208154
1426	2745.878267
1427	2745.375621
1428	2744.880315
1429	2744.146938
1430	2743.74576
1431	2743.551689
1432	2743.079229
1433	2742.709609
1434	2742.371991
1435	2741.791794
1436	2741.403489
1437	2741.198136
1438	2741.063787
1439	2740.906112
1440	2740.374346
1441	2739.967187
1442	2739.867057
1443	2739.347121
1444	2738.799948
1445	2738.345733
1446	2738.175116
1447	2737.859044
1448	2737.179436
1449	2736.982244
1450	2736.532807
1451	2735.937752
1452	2735.536503
1453	2735.078886
1454	2734.500823
1455	2734.110655
1456	2733.985744
1457	2733.614938
1458	2733.422523
1459	2733.012447
1460	2732.41396
1461	2731.981848
1462	2731.667709
1463	2731.341496
1464	2730.933742
1465	2730.458833
1466	2729.753867
1467	2729.559195
1468	2729.437729
1469	2728.998005
1470	2728.676799
1471	2728.414096
1472	2728.050338
1473	2727.439325
1474	2727.161976
1475	2726.853301
1476	2726.272262
1477	2725.670877
1478	2725.171842
1479	2724.586509
1480	2723.662232
1481	2723.28679
1482	2722.943332
1483	2722.613763
1484	2722.125795
1485	2721.166026
1486	2720.593212
1487	2720.155522
1488	2719.715881
1489	2719.19044
1490	2718.953872
1491	2718.570937
1492	2718.147107
1493	2717.807605
1494	2717.456253
1495	2716.581965
1496	2716.454813
1497	2716.265423
1498	2715.858787
1499	2715.39184
1500	2714.850218
1501	2714.703019
1502	2714.588682
1503	2714.417372
1504	2714.078938
1505	2713.851233
1506	2713.36038
1507	2712.758422
1508	2712.514084
1509	2712.036126
1510	2711.525237
1511	2711.294984
1512	2711.201519
1513	2710.700906
1514	2710.017161
1515	2709.551405
1516	2709.320337
1517	2708.359468
1518	2707.948478
1519	2707.82528
1520	2707.644525
1521	2707.285498
1522	2707.187062
1523	2707.089632
1524	2706.311493
1525	2705.430167
1526	2704.936813
1527	2704.103397
1528	2703.729735
1529	2703.075872
1530	2702.707766
1531	2702.615359
1532	2702.120334
1533	2702.010007
1534	2701.590635
1535	2701.068519
1536	2700.484987
1537	2699.998107
1538	2699.901838
1539	2699.698271
1540	2699.26633
1541	2698.895457
1542	2698.799306
1543	2698.430985
1544	2698.231067
1545	2697.391274
1546	2696.857427
1547	2696.323708
1548	2695.498125
1549	2695.360441
1550	2695.204336
1551	2694.782568
1552	2693.968844
1553	2693.528624
1554	2693.049583
1555	2692.548519
1556	2692.133754
1557	2692.001081
1558	2691.458304
1559	2691.32301
1560	2690.751379
1561	2690.203457
1562	2690.022203
1563	2689.797264
1564	2689.211577
1565	2688.41252
1566	2688.069328
1567	2687.744144
1568	2687.617623
1569	2686.700686
1570	2686.174463
1571	2685.77767
1572	2685.395718
1573	2684.983495
1574	2684.692319
1575	2684.185853
1576	2684.109964
1577	2683.571788
1578	2682.996806
1579	2682.716925
1580	2681.901676
1581	2681.439793
1582	2680.779046
1583	2680.625412
1584	2680.455465
1585	2680.170652
1586	2679.520295
1587	2679.345806
1588	2679.048621
1589	2678.513194
1590	2678.321387
1591	2677.861277
1592	2677.771793
1593	2677.549714
1594	2676.694285
1595	2675.936174
1596	2675.65184
1597	2675.496128
1598	2674.862014
1599	2674.730353
